piRs	consolidated_id
piR-hsa-149520,piR-hsa-740353	piR-hsa-concat-000815
piR-hsa-305462,piR-hsa-3661270	piR-hsa-concat-001264
piR-hsa-1243631,piR-hsa-1267473	piR-hsa-concat-000821
piR-hsa-775578,piR-hsa-788361	piR-hsa-concat-000822
piR-hsa-720391,piR-hsa-726805	piR-hsa-concat-000823
piR-hsa-757499,piR-hsa-770343	piR-hsa-concat-000824
piR-hsa-144284,piR-hsa-159646	piR-hsa-concat-000825
piR-hsa-122726,piR-hsa-141589	piR-hsa-concat-000826
piR-hsa-136702,piR-hsa-142522	piR-hsa-concat-000838
piR-hsa-749157,piR-hsa-765857	piR-hsa-concat-000839
piR-hsa-133237,piR-hsa-159826	piR-hsa-concat-000840
piR-hsa-1299829,piR-hsa-151099	piR-hsa-concat-002825
piR-hsa-722914,piR-hsa-751772,piR-hsa-762845	piR-hsa-concat-003142
piR-hsa-370539,piR-hsa-372122,piR-hsa-732370	piR-hsa-concat-003141
piR-hsa-139022,piR-hsa-151607	piR-hsa-concat-003140
piR-hsa-155455,piR-hsa-167539,piR-hsa-750477,piR-hsa-768070	piR-hsa-concat-003139
piR-hsa-739795,piR-hsa-755103	piR-hsa-concat-003138
piR-hsa-733506,piR-hsa-774412	piR-hsa-concat-003137
piR-hsa-736335,piR-hsa-754868	piR-hsa-concat-003136
piR-hsa-729501,piR-hsa-769955	piR-hsa-concat-003135
piR-hsa-547603,piR-hsa-762989	piR-hsa-concat-003134
piR-hsa-749076,piR-hsa-766386	piR-hsa-concat-003133
piR-hsa-2828332,piR-hsa-58335	piR-hsa-concat-003106
piR-hsa-105978,piR-hsa-2841705	piR-hsa-concat-003105
piR-hsa-243735,piR-hsa-2852776	piR-hsa-concat-003104
piR-hsa-111504,piR-hsa-2836072	piR-hsa-concat-003107
piR-hsa-3089351,piR-hsa-7882940	piR-hsa-concat-001002
piR-hsa-137868,piR-hsa-156657,piR-hsa-159195,piR-hsa-163257,piR-hsa-164442,piR-hsa-756256	piR-hsa-concat-000873
piR-hsa-142444,piR-hsa-146116,piR-hsa-146732,piR-hsa-162920,piR-hsa-164122,piR-hsa-349260,piR-hsa-351132,piR-hsa-351356,piR-hsa-351439,piR-hsa-359418,piR-hsa-367633,piR-hsa-724248,piR-hsa-734830,piR-hsa-752167,piR-hsa-773600	piR-hsa-concat-000874
piR-hsa-378907,piR-hsa-730177	piR-hsa-concat-000875
piR-hsa-348469,piR-hsa-781670	piR-hsa-concat-000876
piR-hsa-140998,piR-hsa-337698,piR-hsa-365481	piR-hsa-concat-000877
piR-hsa-149979,piR-hsa-374368,piR-hsa-785992,piR-hsa-787131	piR-hsa-concat-000878
piR-hsa-162211,piR-hsa-351007,piR-hsa-738264,piR-hsa-739092,piR-hsa-748475,piR-hsa-751789,piR-hsa-757978,piR-hsa-767767,piR-hsa-775762,piR-hsa-780945	piR-hsa-concat-000879
piR-hsa-142022,piR-hsa-367506	piR-hsa-concat-000883
piR-hsa-106941,piR-hsa-357173	piR-hsa-concat-000884
piR-hsa-141016,piR-hsa-342619,piR-hsa-364082,piR-hsa-769529	piR-hsa-concat-000885
piR-hsa-137458,piR-hsa-144509	piR-hsa-concat-000886
piR-hsa-168272,piR-hsa-58525,piR-hsa-730524	piR-hsa-concat-000887
piR-hsa-131236,piR-hsa-142410,piR-hsa-150499,piR-hsa-161677,piR-hsa-364082	piR-hsa-concat-000888
piR-hsa-727392,piR-hsa-750987,piR-hsa-761353,piR-hsa-772865,piR-hsa-785337	piR-hsa-concat-000889
piR-hsa-336046,piR-hsa-460955	piR-hsa-concat-002131
piR-hsa-118273,piR-hsa-779665	piR-hsa-concat-000894
piR-hsa-162229,piR-hsa-76242	piR-hsa-concat-000895
piR-hsa-6999138,piR-hsa-7657033	piR-hsa-concat-000911
piR-hsa-4856482,piR-hsa-7922799	piR-hsa-concat-000912
piR-hsa-755276,piR-hsa-777268,piR-hsa-781524	piR-hsa-concat-000913
piR-hsa-1282375,piR-hsa-344574,piR-hsa-357053,piR-hsa-731470,piR-hsa-759732,piR-hsa-787185	piR-hsa-concat-000914
piR-hsa-742177,piR-hsa-746679,piR-hsa-784587	piR-hsa-concat-000915
piR-hsa-721000,piR-hsa-732138,piR-hsa-771443	piR-hsa-concat-000916
piR-hsa-733688,piR-hsa-770528	piR-hsa-concat-000917
piR-hsa-730094,piR-hsa-765201	piR-hsa-concat-000918
piR-hsa-349393,piR-hsa-748544	piR-hsa-concat-000919
piR-hsa-152171,piR-hsa-154530,piR-hsa-730035,piR-hsa-769635	piR-hsa-concat-000920
piR-hsa-146514,piR-hsa-193054,piR-hsa-406400,piR-hsa-740642,piR-hsa-750486,piR-hsa-783992,piR-hsa-804859	piR-hsa-concat-000921
piR-hsa-163661,piR-hsa-38750	piR-hsa-concat-000922
piR-hsa-130814,piR-hsa-138233,piR-hsa-143288	piR-hsa-concat-003375
piR-hsa-142070,piR-hsa-157200,piR-hsa-359144	piR-hsa-concat-003374
piR-hsa-136648,piR-hsa-155838,piR-hsa-728555,piR-hsa-732665,piR-hsa-734535,piR-hsa-749030	piR-hsa-concat-003373
piR-hsa-132947,piR-hsa-149986,piR-hsa-741930,piR-hsa-743846	piR-hsa-concat-003372
piR-hsa-763029,piR-hsa-787943	piR-hsa-concat-002806
piR-hsa-134736,piR-hsa-162601,piR-hsa-742263	piR-hsa-concat-002805
piR-hsa-136002,piR-hsa-139114,piR-hsa-729825	piR-hsa-concat-002799
piR-hsa-142738,piR-hsa-721409,piR-hsa-749434,piR-hsa-750225	piR-hsa-concat-002804
piR-hsa-134464,piR-hsa-135779,piR-hsa-136819,piR-hsa-151407,piR-hsa-335790,piR-hsa-357703,piR-hsa-730317,piR-hsa-738539,piR-hsa-741093	piR-hsa-concat-002798
piR-hsa-728902,piR-hsa-744181,piR-hsa-766785	piR-hsa-concat-002794
piR-hsa-151872,piR-hsa-729062	piR-hsa-concat-002803
piR-hsa-135322,piR-hsa-161771,piR-hsa-724276	piR-hsa-concat-002797
piR-hsa-171962,piR-hsa-754251	piR-hsa-concat-002793
piR-hsa-132099,piR-hsa-137239,piR-hsa-142720,piR-hsa-149423,piR-hsa-150241,piR-hsa-722819	piR-hsa-concat-002802
piR-hsa-148013,piR-hsa-159673,piR-hsa-728742	piR-hsa-concat-002801
piR-hsa-148297,piR-hsa-157418	piR-hsa-concat-002800
piR-hsa-134988,piR-hsa-137481,piR-hsa-143466,piR-hsa-154721,piR-hsa-155009,piR-hsa-167789,piR-hsa-168122,piR-hsa-731805,piR-hsa-739042,piR-hsa-760436	piR-hsa-concat-002796
piR-hsa-135348,piR-hsa-150058,piR-hsa-155399,piR-hsa-171352,piR-hsa-171473,piR-hsa-745809,piR-hsa-760949,piR-hsa-764471,piR-hsa-778168	piR-hsa-concat-002792
piR-hsa-155431,piR-hsa-786944	piR-hsa-concat-002795
piR-hsa-1264865,piR-hsa-2825626	piR-hsa-concat-002791
piR-hsa-1874587,piR-hsa-2840990	piR-hsa-concat-002790
piR-hsa-1246820,piR-hsa-2831484,piR-hsa-374304	piR-hsa-concat-002788
piR-hsa-2828998,piR-hsa-2843413	piR-hsa-concat-002787
piR-hsa-751127,piR-hsa-895848	piR-hsa-concat-000978
piR-hsa-364729,piR-hsa-616123	piR-hsa-concat-000979
piR-hsa-370605,piR-hsa-535311	piR-hsa-concat-000980
piR-hsa-106586,piR-hsa-751921	piR-hsa-concat-000982
piR-hsa-23231,piR-hsa-364533	piR-hsa-concat-000983
piR-hsa-139968,piR-hsa-166700	piR-hsa-concat-000984
piR-hsa-135126,piR-hsa-742740	piR-hsa-concat-000985
piR-hsa-430126,piR-hsa-748157,piR-hsa-778384	piR-hsa-concat-000986
piR-hsa-147963,piR-hsa-68274	piR-hsa-concat-000994
piR-hsa-7882940,piR-hsa-7905303	piR-hsa-concat-002079
piR-hsa-2943681,piR-hsa-3697875	piR-hsa-concat-000996
piR-hsa-762484,piR-hsa-91215	piR-hsa-concat-000997
piR-hsa-45124,piR-hsa-724269,piR-hsa-738424,piR-hsa-782019,piR-hsa-787214	piR-hsa-concat-000998
piR-hsa-71483,piR-hsa-760967	piR-hsa-concat-000999
piR-hsa-106628,piR-hsa-756527	piR-hsa-concat-001000
piR-hsa-3032129,piR-hsa-3651488	piR-hsa-concat-001001
piR-hsa-52950,piR-hsa-750816	piR-hsa-concat-001003
piR-hsa-170430,piR-hsa-762683	piR-hsa-concat-001004
piR-hsa-3477744,piR-hsa-3674524	piR-hsa-concat-001005
piR-hsa-132044,piR-hsa-138650,piR-hsa-138961,piR-hsa-141543,piR-hsa-145709,piR-hsa-148370,piR-hsa-149007,piR-hsa-149609,piR-hsa-162216,piR-hsa-166426,piR-hsa-181410,piR-hsa-187999,piR-hsa-191376,piR-hsa-195291,piR-hsa-362305,piR-hsa-370333,piR-hsa-410065,piR-hsa-749284,piR-hsa-759251,piR-hsa-783735	piR-hsa-concat-002751
piR-hsa-133502,piR-hsa-148393,piR-hsa-159536,piR-hsa-742704	piR-hsa-concat-002752
piR-hsa-730757,piR-hsa-735193	piR-hsa-concat-002753
piR-hsa-132264,piR-hsa-156748	piR-hsa-concat-002754
piR-hsa-1242876,piR-hsa-130952,piR-hsa-142445,piR-hsa-720421	piR-hsa-concat-002755
piR-hsa-133703,piR-hsa-135811,piR-hsa-139464,piR-hsa-151168,piR-hsa-165338,piR-hsa-352169,piR-hsa-377774	piR-hsa-concat-002756
piR-hsa-1301403,piR-hsa-136053,piR-hsa-158460,piR-hsa-164043,piR-hsa-337371,piR-hsa-345972,piR-hsa-736393,piR-hsa-785607	piR-hsa-concat-002757
piR-hsa-147673,piR-hsa-154181,piR-hsa-157486,piR-hsa-350002,piR-hsa-727690,piR-hsa-779941,piR-hsa-782238	piR-hsa-concat-002758
piR-hsa-135589,piR-hsa-163565	piR-hsa-concat-002759
piR-hsa-2832656,piR-hsa-2852609	piR-hsa-concat-002760
piR-hsa-756010,piR-hsa-782505	piR-hsa-concat-002761
piR-hsa-746364,piR-hsa-756192	piR-hsa-concat-002762
piR-hsa-363135,piR-hsa-731834,piR-hsa-786641	piR-hsa-concat-002763
piR-hsa-363016,piR-hsa-782699	piR-hsa-concat-002764
piR-hsa-724566,piR-hsa-725035	piR-hsa-concat-002765
piR-hsa-152636,piR-hsa-719904,piR-hsa-733985,piR-hsa-735337,piR-hsa-744552,piR-hsa-753292,piR-hsa-761479,piR-hsa-767105,piR-hsa-768391,piR-hsa-780282	piR-hsa-concat-002766
piR-hsa-321121,piR-hsa-341076,piR-hsa-371656	piR-hsa-concat-001022
piR-hsa-136933,piR-hsa-768844	piR-hsa-concat-002771
piR-hsa-341819,piR-hsa-44643	piR-hsa-concat-001024
piR-hsa-1297031,piR-hsa-742140	piR-hsa-concat-002775
piR-hsa-716737,piR-hsa-729196	piR-hsa-concat-001026
piR-hsa-2825409,piR-hsa-2826461	piR-hsa-concat-002781
piR-hsa-1301995,piR-hsa-2850997	piR-hsa-concat-002782
piR-hsa-1279265,piR-hsa-2843085	piR-hsa-concat-002783
piR-hsa-6840599,piR-hsa-7774349	piR-hsa-concat-001030
piR-hsa-132182,piR-hsa-138285,piR-hsa-749608,piR-hsa-764233	piR-hsa-concat-001032
piR-hsa-1234009,piR-hsa-142007	piR-hsa-concat-001037
piR-hsa-142453,piR-hsa-151027	piR-hsa-concat-001038
piR-hsa-158751,piR-hsa-172226,piR-hsa-747622,piR-hsa-749283,piR-hsa-751921	piR-hsa-concat-001039
piR-hsa-3635695,piR-hsa-6282184	piR-hsa-concat-003253
piR-hsa-2718926,piR-hsa-6626109	piR-hsa-concat-002237
piR-hsa-3223286,piR-hsa-7519545	piR-hsa-concat-001043
piR-hsa-731851,piR-hsa-738010,piR-hsa-774986,piR-hsa-779297	piR-hsa-concat-001045
piR-hsa-730676,piR-hsa-732003,piR-hsa-753245	piR-hsa-concat-001046
piR-hsa-146962,piR-hsa-744434,piR-hsa-745676,piR-hsa-784910	piR-hsa-concat-001047
piR-hsa-133780,piR-hsa-153395,piR-hsa-337469,piR-hsa-730255,piR-hsa-739100,piR-hsa-765269,piR-hsa-774504,piR-hsa-778312	piR-hsa-concat-001048
piR-hsa-766266,piR-hsa-769360	piR-hsa-concat-001049
piR-hsa-154030,piR-hsa-730321,piR-hsa-760812	piR-hsa-concat-001050
piR-hsa-745427,piR-hsa-764432	piR-hsa-concat-001051
piR-hsa-351819,piR-hsa-768241	piR-hsa-concat-001052
piR-hsa-2987292,piR-hsa-4384931	piR-hsa-concat-001053
piR-hsa-4436399,piR-hsa-4786848	piR-hsa-concat-001054
piR-hsa-3551409,piR-hsa-7803560	piR-hsa-concat-001055
piR-hsa-162707,piR-hsa-167749	piR-hsa-concat-001056
piR-hsa-1267832,piR-hsa-722636,piR-hsa-740238	piR-hsa-concat-001058
piR-hsa-779387,piR-hsa-783334	piR-hsa-concat-001059
piR-hsa-426014,piR-hsa-770664,piR-hsa-788316	piR-hsa-concat-002009
piR-hsa-1724249,piR-hsa-7851137	piR-hsa-concat-001063
piR-hsa-1300805,piR-hsa-362324,piR-hsa-721166,piR-hsa-744412,piR-hsa-749385	piR-hsa-concat-001064
piR-hsa-745727,piR-hsa-750608	piR-hsa-concat-001065
piR-hsa-1276069,piR-hsa-760362,piR-hsa-760367	piR-hsa-concat-001066
piR-hsa-720635,piR-hsa-753343	piR-hsa-concat-001067
piR-hsa-134259,piR-hsa-722166	piR-hsa-concat-001069
piR-hsa-763127,piR-hsa-781320	piR-hsa-concat-001070
piR-hsa-144268,piR-hsa-160251	piR-hsa-concat-001071
piR-hsa-132331,piR-hsa-132965,piR-hsa-138312,piR-hsa-148573,piR-hsa-150964,piR-hsa-151694,piR-hsa-154568,piR-hsa-166109,piR-hsa-169473,piR-hsa-171879,piR-hsa-363044	piR-hsa-concat-001072
piR-hsa-169170,piR-hsa-341704,piR-hsa-5937	piR-hsa-concat-001073
piR-hsa-141977,piR-hsa-142654,piR-hsa-150816	piR-hsa-concat-001074
piR-hsa-138827,piR-hsa-149693,piR-hsa-154010	piR-hsa-concat-001075
piR-hsa-132947,piR-hsa-149986,piR-hsa-741930,piR-hsa-743846,piR-hsa-766258	piR-hsa-concat-001076
piR-hsa-136648,piR-hsa-155838,piR-hsa-728555,piR-hsa-732665,piR-hsa-734535,piR-hsa-749030,piR-hsa-772308	piR-hsa-concat-001077
piR-hsa-134706,piR-hsa-139684,piR-hsa-155674,piR-hsa-157834,piR-hsa-161082,piR-hsa-167641	piR-hsa-concat-001081
piR-hsa-745984,piR-hsa-747983	piR-hsa-concat-001082
piR-hsa-1247490,piR-hsa-1280482,piR-hsa-720110,piR-hsa-731640,piR-hsa-744192,piR-hsa-764014	piR-hsa-concat-001083
piR-hsa-135567,piR-hsa-153216,piR-hsa-2844718	piR-hsa-concat-001084
piR-hsa-1262855,piR-hsa-334530	piR-hsa-concat-001085
piR-hsa-167778,piR-hsa-720380,piR-hsa-748700,piR-hsa-763345,piR-hsa-787869	piR-hsa-concat-001086
piR-hsa-733024,piR-hsa-775418	piR-hsa-concat-001087
piR-hsa-736241,piR-hsa-739370,piR-hsa-749913,piR-hsa-764670,piR-hsa-779923,piR-hsa-780342,piR-hsa-786675	piR-hsa-concat-002740
piR-hsa-152446,piR-hsa-786737	piR-hsa-concat-002741
piR-hsa-1260139,piR-hsa-758696,piR-hsa-766802,piR-hsa-771161,piR-hsa-778383,piR-hsa-809331	piR-hsa-concat-002742
piR-hsa-740258,piR-hsa-773712,piR-hsa-777684	piR-hsa-concat-002743
piR-hsa-722933,piR-hsa-785208	piR-hsa-concat-002744
piR-hsa-1282095,piR-hsa-745112	piR-hsa-concat-002745
piR-hsa-1282854,piR-hsa-721609,piR-hsa-734118,piR-hsa-754471,piR-hsa-769589,piR-hsa-781477	piR-hsa-concat-002746
piR-hsa-131475,piR-hsa-157684,piR-hsa-373880	piR-hsa-concat-002747
piR-hsa-723044,piR-hsa-739530,piR-hsa-775716,piR-hsa-786326	piR-hsa-concat-002748
piR-hsa-771757,piR-hsa-773552,piR-hsa-776628	piR-hsa-concat-002749
piR-hsa-3623948,piR-hsa-3724593	piR-hsa-concat-001098
piR-hsa-1393334,piR-hsa-3677581	piR-hsa-concat-001099
piR-hsa-3018735,piR-hsa-3663643	piR-hsa-concat-001100
piR-hsa-3496318,piR-hsa-3637699	piR-hsa-concat-001101
piR-hsa-2807846,piR-hsa-4421355	piR-hsa-concat-001102
piR-hsa-2850636,piR-hsa-2988515	piR-hsa-concat-001103
piR-hsa-3364087,piR-hsa-3661301	piR-hsa-concat-001104
piR-hsa-3594066,piR-hsa-3698600	piR-hsa-concat-001105
piR-hsa-3065672,piR-hsa-7770864	piR-hsa-concat-001106
piR-hsa-3026293,piR-hsa-7600287	piR-hsa-concat-001107
piR-hsa-3683710,piR-hsa-957405	piR-hsa-concat-001108
piR-hsa-2945544,piR-hsa-7870269	piR-hsa-concat-001109
piR-hsa-1079421,piR-hsa-3675250	piR-hsa-concat-001110
piR-hsa-3741394,piR-hsa-645552	piR-hsa-concat-001111
piR-hsa-3122412,piR-hsa-3662582	piR-hsa-concat-001112
piR-hsa-1059558,piR-hsa-1288586	piR-hsa-concat-001113
piR-hsa-131111,piR-hsa-65641	piR-hsa-concat-001114
piR-hsa-141568,piR-hsa-301414	piR-hsa-concat-001115
piR-hsa-157727,piR-hsa-572851	piR-hsa-concat-001116
piR-hsa-205590,piR-hsa-770928	piR-hsa-concat-001117
piR-hsa-646023,piR-hsa-8012409	piR-hsa-concat-001118
piR-hsa-3570636,piR-hsa-7591603	piR-hsa-concat-001119
piR-hsa-4450758,piR-hsa-5298675	piR-hsa-concat-001120
piR-hsa-3722418,piR-hsa-3846469	piR-hsa-concat-001121
piR-hsa-4403166,piR-hsa-629133	piR-hsa-concat-001122
piR-hsa-3922422,piR-hsa-749251	piR-hsa-concat-001123
piR-hsa-7734415,piR-hsa-7808366,piR-hsa-7816058,piR-hsa-7856273,piR-hsa-7863002,piR-hsa-815339	piR-hsa-concat-001124
piR-hsa-131111,piR-hsa-2939632	piR-hsa-concat-001125
piR-hsa-141568,piR-hsa-2944663	piR-hsa-concat-001126
piR-hsa-157727,piR-hsa-927923	piR-hsa-concat-001127
piR-hsa-45224,piR-hsa-7687467	piR-hsa-concat-001128
piR-hsa-1034544,piR-hsa-3642253,piR-hsa-7537664	piR-hsa-concat-001129
piR-hsa-3592720,piR-hsa-3624119	piR-hsa-concat-001130
piR-hsa-3712236,piR-hsa-716801	piR-hsa-concat-001131
piR-hsa-4329405,piR-hsa-4396727	piR-hsa-concat-001132
piR-hsa-1186865,piR-hsa-4366883	piR-hsa-concat-001133
piR-hsa-623745,piR-hsa-7963303	piR-hsa-concat-001134
piR-hsa-6594211,piR-hsa-7610985	piR-hsa-concat-001135
piR-hsa-30475,piR-hsa-30476	piR-hsa-concat-001136
piR-hsa-2933130,piR-hsa-7680192	piR-hsa-concat-001137
piR-hsa-125139,piR-hsa-7837694	piR-hsa-concat-001138
piR-hsa-280486,piR-hsa-4447594	piR-hsa-concat-001139
piR-hsa-3097228,piR-hsa-7581027	piR-hsa-concat-001140
piR-hsa-1277403,piR-hsa-98503	piR-hsa-concat-001141
piR-hsa-3035606,piR-hsa-7528360	piR-hsa-concat-001142
piR-hsa-3075252,piR-hsa-3723214	piR-hsa-concat-001143
piR-hsa-3215194,piR-hsa-3658583	piR-hsa-concat-001144
piR-hsa-3417875,piR-hsa-3632040	piR-hsa-concat-001145
piR-hsa-131306,piR-hsa-3391244	piR-hsa-concat-001146
piR-hsa-3128474,piR-hsa-3684064	piR-hsa-concat-001147
piR-hsa-3378442,piR-hsa-7568884	piR-hsa-concat-001148
piR-hsa-3672252,piR-hsa-507882	piR-hsa-concat-001149
piR-hsa-526121,piR-hsa-7736658	piR-hsa-concat-001150
piR-hsa-2910709,piR-hsa-4445945	piR-hsa-concat-001151
piR-hsa-7961864,piR-hsa-918602	piR-hsa-concat-001152
piR-hsa-3592553,piR-hsa-3655688	piR-hsa-concat-001153
piR-hsa-3702055,piR-hsa-4404395,piR-hsa-7868826,piR-hsa-86757	piR-hsa-concat-001154
piR-hsa-55496,piR-hsa-7965084	piR-hsa-concat-001155
piR-hsa-3621913,piR-hsa-520336	piR-hsa-concat-001156
piR-hsa-680503,piR-hsa-7850646	piR-hsa-concat-001157
piR-hsa-733655,piR-hsa-7959628	piR-hsa-concat-001158
piR-hsa-3630448,piR-hsa-4379940,piR-hsa-81257	piR-hsa-concat-001159
piR-hsa-1131009,piR-hsa-7989144	piR-hsa-concat-001160
piR-hsa-703429,piR-hsa-7607991	piR-hsa-concat-001161
piR-hsa-3309033,piR-hsa-8012064	piR-hsa-concat-001162
piR-hsa-112694,piR-hsa-1232606	piR-hsa-concat-001163
piR-hsa-360867,piR-hsa-47146	piR-hsa-concat-001164
piR-hsa-1286122,piR-hsa-213312	piR-hsa-concat-001165
piR-hsa-3013904,piR-hsa-7601242	piR-hsa-concat-001166
piR-hsa-416487,piR-hsa-4432064	piR-hsa-concat-001167
piR-hsa-2844334,piR-hsa-3238296	piR-hsa-concat-001168
piR-hsa-3650374,piR-hsa-990498	piR-hsa-concat-001169
piR-hsa-3662391,piR-hsa-661739	piR-hsa-concat-001170
piR-hsa-756098,piR-hsa-91143	piR-hsa-concat-001171
piR-hsa-118122,piR-hsa-722058,piR-hsa-732882	piR-hsa-concat-001172
piR-hsa-117832,piR-hsa-1250873	piR-hsa-concat-001173
piR-hsa-1062048,piR-hsa-4401380	piR-hsa-concat-001174
piR-hsa-694649,piR-hsa-7566766	piR-hsa-concat-001175
piR-hsa-1016968,piR-hsa-1259492	piR-hsa-concat-001176
piR-hsa-140973,piR-hsa-75793	piR-hsa-concat-001177
piR-hsa-52814,piR-hsa-760059	piR-hsa-concat-001178
piR-hsa-105417,piR-hsa-1240275	piR-hsa-concat-001179
piR-hsa-52517,piR-hsa-775284	piR-hsa-concat-001180
piR-hsa-111213,piR-hsa-737081	piR-hsa-concat-001181
piR-hsa-4388452,piR-hsa-935868	piR-hsa-concat-001182
piR-hsa-201406,piR-hsa-729056	piR-hsa-concat-001183
piR-hsa-3641310,piR-hsa-445664	piR-hsa-concat-001184
piR-hsa-4100420,piR-hsa-8015129	piR-hsa-concat-001185
piR-hsa-3632092,piR-hsa-462138	piR-hsa-concat-001186
piR-hsa-3714179,piR-hsa-523996	piR-hsa-concat-001187
piR-hsa-2884993,piR-hsa-3730622	piR-hsa-concat-001188
piR-hsa-154351,piR-hsa-223833	piR-hsa-concat-001189
piR-hsa-575844,piR-hsa-740204	piR-hsa-concat-001190
piR-hsa-162822,piR-hsa-56772	piR-hsa-concat-001191
piR-hsa-711774,piR-hsa-771343	piR-hsa-concat-001192
piR-hsa-4395908,piR-hsa-547775	piR-hsa-concat-001193
piR-hsa-316675,piR-hsa-725433	piR-hsa-concat-001194
piR-hsa-65259,piR-hsa-723973	piR-hsa-concat-001195
piR-hsa-1000699,piR-hsa-7652793	piR-hsa-concat-001196
piR-hsa-449764,piR-hsa-7572246	piR-hsa-concat-001197
piR-hsa-4920669,piR-hsa-767309	piR-hsa-concat-001198
piR-hsa-4035400,piR-hsa-4424783	piR-hsa-concat-001199
piR-hsa-3655112,piR-hsa-718219	piR-hsa-concat-001200
piR-hsa-3656764,piR-hsa-69820	piR-hsa-concat-001201
piR-hsa-3607771,piR-hsa-7718185	piR-hsa-concat-001202
piR-hsa-3700605,piR-hsa-704182	piR-hsa-concat-001203
piR-hsa-3245907,piR-hsa-3672644	piR-hsa-concat-001204
piR-hsa-210199,piR-hsa-7730049	piR-hsa-concat-001205
piR-hsa-42584,piR-hsa-720519	piR-hsa-concat-001206
piR-hsa-3709218,piR-hsa-953143	piR-hsa-concat-001207
piR-hsa-614792,piR-hsa-7563332	piR-hsa-concat-001208
piR-hsa-2782605,piR-hsa-3632117	piR-hsa-concat-001209
piR-hsa-210201,piR-hsa-3624329	piR-hsa-concat-001210
piR-hsa-3729799,piR-hsa-46699	piR-hsa-concat-001211
piR-hsa-585865,piR-hsa-7623365	piR-hsa-concat-001212
piR-hsa-3730368,piR-hsa-423809	piR-hsa-concat-001213
piR-hsa-3235997,piR-hsa-3666107	piR-hsa-concat-001214
piR-hsa-246625,piR-hsa-3708346	piR-hsa-concat-001215
piR-hsa-3683128,piR-hsa-62501,piR-hsa-7612017	piR-hsa-concat-001216
piR-hsa-3156350,piR-hsa-7818583	piR-hsa-concat-001217
piR-hsa-3647863,piR-hsa-3698136,piR-hsa-40503	piR-hsa-concat-001218
piR-hsa-425074,piR-hsa-7701123	piR-hsa-concat-001219
piR-hsa-3652418,piR-hsa-471310	piR-hsa-concat-001220
piR-hsa-3642480,piR-hsa-98466	piR-hsa-concat-001221
piR-hsa-8004245,piR-hsa-965199	piR-hsa-concat-001222
piR-hsa-7519857,piR-hsa-961231	piR-hsa-concat-001223
piR-hsa-2891812,piR-hsa-3643017	piR-hsa-concat-001224
piR-hsa-297758,piR-hsa-730502	piR-hsa-concat-001225
piR-hsa-368914,piR-hsa-87768	piR-hsa-concat-001226
piR-hsa-17961,piR-hsa-242977,piR-hsa-734792	piR-hsa-concat-001227
piR-hsa-3279306,piR-hsa-4425427	piR-hsa-concat-001228
piR-hsa-51755,piR-hsa-7548366	piR-hsa-concat-001229
piR-hsa-3059872,piR-hsa-7859817	piR-hsa-concat-001230
piR-hsa-3126900,piR-hsa-3723922	piR-hsa-concat-001231
piR-hsa-1296075,piR-hsa-215385	piR-hsa-concat-001232
piR-hsa-464001,piR-hsa-764435	piR-hsa-concat-001233
piR-hsa-567278,piR-hsa-738236	piR-hsa-concat-001234
piR-hsa-1064308,piR-hsa-3619543	piR-hsa-concat-001235
piR-hsa-106778,piR-hsa-169028	piR-hsa-concat-001236
piR-hsa-588098,piR-hsa-723781	piR-hsa-concat-001237
piR-hsa-639024,piR-hsa-760960	piR-hsa-concat-001238
piR-hsa-4438134,piR-hsa-57204	piR-hsa-concat-001239
piR-hsa-4391229,piR-hsa-570052	piR-hsa-concat-001240
piR-hsa-3919989,piR-hsa-7832832	piR-hsa-concat-001241
piR-hsa-526054,piR-hsa-722042	piR-hsa-concat-001242
piR-hsa-2966964,piR-hsa-7958472	piR-hsa-concat-001243
piR-hsa-587385,piR-hsa-7578203,piR-hsa-7868214	piR-hsa-concat-001244
piR-hsa-4394959,piR-hsa-74900	piR-hsa-concat-001245
piR-hsa-3337816,piR-hsa-4441362	piR-hsa-concat-001246
piR-hsa-3742720,piR-hsa-940518	piR-hsa-concat-001247
piR-hsa-1222823,piR-hsa-4425284	piR-hsa-concat-001248
piR-hsa-4419122,piR-hsa-653395	piR-hsa-concat-001249
piR-hsa-3107355,piR-hsa-3648223	piR-hsa-concat-001250
piR-hsa-2835756,piR-hsa-554939	piR-hsa-concat-001251
piR-hsa-144980,piR-hsa-465676	piR-hsa-concat-001252
piR-hsa-121592,piR-hsa-738013	piR-hsa-concat-001253
piR-hsa-305816,piR-hsa-720581	piR-hsa-concat-001254
piR-hsa-3481517,piR-hsa-7969176	piR-hsa-concat-001255
piR-hsa-1067331,piR-hsa-3741961	piR-hsa-concat-001256
piR-hsa-3320494,piR-hsa-3621702	piR-hsa-concat-001257
piR-hsa-1025978,piR-hsa-7830784	piR-hsa-concat-001258
piR-hsa-7754803,piR-hsa-7889975	piR-hsa-concat-001259
piR-hsa-3073016,piR-hsa-7911700	piR-hsa-concat-001260
piR-hsa-3325878,piR-hsa-3682400	piR-hsa-concat-001261
piR-hsa-3732767,piR-hsa-43142	piR-hsa-concat-001262
piR-hsa-2500727,piR-hsa-2938947	piR-hsa-concat-001263
piR-hsa-3566991,piR-hsa-3624992	piR-hsa-concat-001265
